key,l95,mean,u95,prob_gt_0,prob_lt_0
adjpol,-0.24481320398809067,-0.07248665369753604,0.09963714311945143,19.965,80.035
adjpol_nphigh,-1.6309075917208116,-1.310678789112447,-0.9805649980605029,0,100
adjpol_nplow,0.9658012738617645,1.2731967365320938,1.585556576684687,100,0
highneg_highpos,1.0929033471314935,1.383165442809983,1.6723861101105093,100,0
intercept,0.30144948632649987,0.6837139618507428,1.0757445470091673,99.97,0.03
lowneg_highneg,-1.7796971866737872,-1.3543712313731686,-0.9363032405708906,0,100
lowneg_highpos,-0.35129099262847585,0.02879421143681439,0.402560037923998,55.95,44.05
lowneg_lowpos,-1.502594966884466,-1.2007100828345576,-0.9009639403856184,0,100
lowpos_highneg,-0.5267286979888828,-0.153661148538611,0.22059865774317983,20.935000000000002,79.065
lowpos_highpos,0.8397230341939667,1.229504294271372,1.6240451148240627,100,0
nphigh,-0.1833201388593376,0.1096979966998924,0.4006798297684329,77.575,22.425
nplow,-0.24597458387612173,0.0472645281489941,0.3325264493203712,63.005,36.995
